review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_emotion
Ottawa,airport,Julie Pou,2016-04-04,I really like this airport it is small and not complicated It is really clean and they have a small but nice section for kids to play Just wish there were more restaurant for the US side There are usually no delays The airport is a bit far from downtown so a bit expensive in taxi but hey they have Uber and lot of parking space,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Paderborn,airport,Martin Cox,2006-07-04,A first class airport with a good range of facilities There does not seem to be the usual hectic atmosphere of most airports bringing back the pleasure into flying Decent food at non ripoff prices particularly recommend the caferestaurant on the mezzanine floor,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Palm Springs,airport,H Fehr,2008-03-25,PSP is a beautiful airport in the secured area However the checkin to the security point is a long walk for the many retired people that travel through this airport The open air feeling is great in this warm climate The biggest negative is that when there is poor weather and those times are few is the lack of technology for pilots to land During a rain storm and low visibility we were delayed minutes while circling and then continued to Los Angelos then bussed back to Palm Springs,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Negative
Palm Springs,airport,John Oram,2007-07-10,I arrived at PSP from SFO I have used the airport from time to time in the past It is quite capable of coping with its traffic but has experienced one major improvement whereby hired cars can now be collected on site This is very welcome especially when the heat is high,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Paro,airport,3 reviewsTeayaung Kim,2016-02-09,Paro International Airport is located meter above sea level so flights can only fly in the morning I took a Druk Air flight from Bangkok and the other time I took a flight from Kathmandu I prefer flying from Kathmandu because I could see Himalayan Mountains if the weather permits Paro Airport has very basic amenities because they have two carriers flying in and out It replicated Bhutanese traditional architecture and it looked very beautiful as I was walking into the airport,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Pointe Noire,airport,Dave Stanley,2009-08-09,The airport is small and modern It has both local and international flights Air France Arrivals are no problem and there is not far to walk from the aircraft to the airport exit There did not seem to be to many people bothering passengers Departures is also straight forward with modern checkin desks There are not many shops in the departure area and only one basic cafe There is adequate seating and the airconditioning works well Overall a very good experience compared with other African airports,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Quebec City,airport,Antoine Beaulieu,2013-04-28,Love Quebecs airport Small but offers all of the facilities in a big airport Not too much people,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Rijeka,airport,S Vanter,2022-09-07,Its a small airport at an island abt km from Rijeka Checking in and out goes quite fast at our experience Some staff members in the shop are kind of grumpy Nevertheless we are very happy with this airport how they have arranged a hotel in Opatija for our group when our flight was cancelled all of a sudden in the evening Our flight company Transavia told some people to find and book by themselves a hotel but the airport arranged bus transport and a luxurious hotel so our compliments,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Riyadh,airport,M Anderson,2024-10-28,A supposedly international city airport and in the huge transit area the managers dont even manage to install a few water fountains for cool refreshing water for tired and thirsty travellers especially those with children What an appalling omission It is a shame really as in most other respects the airport is very pleasant,2.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Rodez,airport,Matthew Noble,2007-05-16,A small little provincial airport can be a touch uncomfortable in hot weather as the large glass windows absorb the sun as you wait in the departure area One small cafe serving reasonable food and drink Check in quick and car hire points convenient to main entrance Good main road access to the town of Rodez and Tarn and Tarn et Garonne etc,4.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Rotterdam,airport,R Blok,2011-09-11,As I live nearby its a convenient airport for me especially because of frequent flights to London and Southern France You can make use of free Internet Parking is cheap Connection to Rotterdam City and Port area is good and quick Hardly any queuing you can arrive mins before departure without any problems Whenever possible I make use of RotterdamThe Hague Airport,5.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
San Jose,airport,Amelia Kirsten,2023-07-17,Our flight arrived very late and the hotel shuttle stopped running Bryce was very kind to help us find transportation to our hotel He went above and beyond his job to make sure we arrived safely I was very satisfied,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Santiago De Chile,airport,10 reviewsB Albrecht,2023-09-13,Terminal International Departure Efficient passport control and security check within the terminal an incredible amount of dining and bar options for every budget Wonderful new terminal maybe with not many toilet facilities as only negative point,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Sanya,airport,R Pontida,2009-03-13,No real problem with the airport As with most chinese airports its rather recent with pretty efficient baggage claim Its also relatively close to the city ab km which means there are cheap and crowded regular buses and taxi will cost you maybe yuan But what I really love is the waiting area outside,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Sao Paulo Congonhas,airport,Simon Smith,2011-06-05,Interesting experience This airport is very close to the city mainly for domestic flights and is extremely busy However even though really crowded all queues seem to move very quickly A reasonable mix of retail outlets and I thought the prices were OK Plenty on taxis on return there are prepay ones but for journeys into the city a metered cab is fine,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Sarajevo,airport,Edin Dzano,2008-01-10,Its very small but convenient airport There is small duty free area and coffee bar in upper floor after immigration and also one coffee bar before immigration Toilets are clean Immigration procedures on arrival and on departure are simple and fast,4.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Negative
Seychelles,airport,18 reviewsGyan Fernando,2017-02-12,This is a small but friendly airport The checkin area is not air conditioned and is hot Checkin was efficient immigration and security were efficient with hardly any queues In departures there were two food and drink outlets a dutyfree shop and several other shops Boarding was efficient,9.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Siem Reap,airport,Darren Mathews,2024-01-20,My experience at the new Siem Reap Airport surpassed all expectations The staffs friendliness and proactive assistance elevated my journey Navigating immigration was not only expeditious but also conducted with an admirable level of efficiency The airports outstanding features combined with the exceptional service created an atmosphere of ease and comfort,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
