review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_sentiment
Puerto Princesa,airport,2 reviewsF Torres,2017-09-20,The Puerto Princesa International Airport had just opened its new terminal The terminal was clean and brand new The airport terminal had no jet bridge or ramp stairs so we had to deplane via an old fashioned staircase at the mercy of the weather thankfully at that time it was already dark The airport lacks formal transportation to the city center although the city streets is just a mere minutes walk away Definitely one of the best provincial airports in the Philippines if you consider dirt runways the norm,7.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Quebec City,airport,Antoine Beaulieu,2013-04-28,Love Quebecs airport Small but offers all of the facilities in a big airport Not too much people,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Recife,airport,S Koenig,2007-05-27,One of the nicest most modern airports in the country Decent array of shops and restaurants Not a large selection between security checkpoints and departure gates but that is typical and here it is still far better than at Fortaleza a city of similar size Airport is close to town especially beach areas so transportation is usually easy How many agents are actually working at the checkin counters can vary widely but I assume that is the responsibility of the airlines,0.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Rhodes,airport,Yvette Genn,2022-06-23,One member of our party has special needs and requires the special assistance service The airport ground staff were exemplary We travel regularly The assistance kindness efficiency and responsiveness of all the ground staff we encountered was the best that we have experienced I would recommend Rhodes airport as an airport with staff that genuinely assist those with special and additional needs,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Rijeka,airport,S Vanter,2022-09-07,Its a small airport at an island abt km from Rijeka Checking in and out goes quite fast at our experience Some staff members in the shop are kind of grumpy Nevertheless we are very happy with this airport how they have arranged a hotel in Opatija for our group when our flight was cancelled all of a sudden in the evening Our flight company Transavia told some people to find and book by themselves a hotel but the airport arranged bus transport and a luxurious hotel so our compliments,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Riyadh,airport,2 reviewsTalha Irfan,2023-04-25,Riyadh airport is a nice airport We had to transit from there and were surprised to see that how beautiful is even their domestic terminal,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Rodez,airport,8 reviewsGaspard Smith-Vaniz,2015-10-27,This little airport is very nice and adapted to the demand and number of passengers There was only one cafe but with nice food and drinks Because of the small numbers of passengers traveling through that airport there was absolutely no waiting I would defenitly go there again,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
San Jose,airport,Amelia Kirsten,2023-07-17,Our flight arrived very late and the hotel shuttle stopped running Bryce was very kind to help us find transportation to our hotel He went above and beyond his job to make sure we arrived safely I was very satisfied,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Santiago De Chile,airport,10 reviewsB Albrecht,2023-09-13,Terminal International Departure Efficient passport control and security check within the terminal an incredible amount of dining and bar options for every budget Wonderful new terminal maybe with not many toilet facilities as only negative point,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Sanya,airport,R Pontida,2009-03-13,No real problem with the airport As with most chinese airports its rather recent with pretty efficient baggage claim Its also relatively close to the city ab km which means there are cheap and crowded regular buses and taxi will cost you maybe yuan But what I really love is the waiting area outside,4.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Sao Paulo Congonhas,airport,E Torre,2011-09-14,One of the best domestic airports in the country Wellsituated Come prepared for delay gate changes and high prices Be careful with illegal taxis,3.0,Positive,Positive,Negative,POSITIVE,Positive,,2/4,Neutral
Sarajevo,airport,Edin Dzano,2008-01-10,Its very small but convenient airport There is small duty free area and coffee bar in upper floor after immigration and also one coffee bar before immigration Toilets are clean Immigration procedures on arrival and on departure are simple and fast,4.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Seoul Gimpo,airport,24 reviewsA Wagner,2020-02-24,It is a privilege to be able to travel via GMP in Seoul Not because the airport is extraordinary but because it is within the city of Seoul and much closer then the island of Incheon GMP can be be reached by metro It is a domestic and an international airport the international connections are through towards Asian destinations GMP has the Advantages and the disadvantages of an old city airport easy to reach more efficient security procedures but old facilities like lounges,7.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Seville,airport,Helena Beijersbergen,2023-10-22,The best assistance so far for arrival and departure For someone who has less mobility and needs a wheel chair Superb and faster assistance Everything in place on time,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Siem Reap,airport,Darren Mathews,2024-01-20,My experience at the new Siem Reap Airport surpassed all expectations The staffs friendliness and proactive assistance elevated my journey Navigating immigration was not only expeditious but also conducted with an admirable level of efficiency The airports outstanding features combined with the exceptional service created an atmosphere of ease and comfort,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Skopje,airport,Michelle Emmen,2019-03-24,I experienced the best customer service at Skopje Airport During security I found out that my phone was missing I left my phone at the selfservice check in machine on the other side of security But they helped me out They called their colleagues and eventually found it brought it back to me I felt trustful through the whole process and really really het Thanks a lot,10.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
St Petersburg,airport,Haji Murat,2015-08-14,From the city to the airport in minutes The new terminal is fine Beautiful geometric lines used in the design Checkin for flight did not take too long The old building renovated and converted into a zone of local flights There are many shops and cafes There was a small queue of precontrol before departure,9.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Stavanger,airport,Erik Olsen,2007-01-19,Stavanger airport Sola is a small airport like the one in Bergen and Trondheim Not many international flights but quite many domestic The terminal there is only one is years old but they have started to upgrade everything All in all a comfortable airport,0.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
Subang Kuala Lumpur,airport,Derek Moore,2012-01-18,Modern and easy to use No queues to speak of Firefly the main user are efficient and a cheaper alternative to flying Malaysian out of KLIA However beware transfer times from downtown KL especially during morning and evening peak times even more so on MondaysFridays Although nearer to the city centre than KLIA it can and did in my case take longer to get to Subang mins than it would have taken to get to KLIA,8.0,Positive,Positive,Neutral,POSITIVE,Positive,,2/4,Neutral
Taipei,airport,12 reviewsK Huang,2024-05-10,The airport was a bit far from the city but well connected to the public transportation with clear signs and direction It was in general clean Queuing time at the immigration was not too long for us As many other Asian international airports TPE was full of restaurants and a shopping paradise for passengers to kill waiting time Each boarding gate had a different theme and sometimes did not have enough seats for everyone,8.0,Neutral,Positive,Positive,POSITIVE,Positive,,2/4,Neutral
