review_name,review_type,passenger_name,review_date,review_text,overall_sentiment,staff,facilities,cleanliness,transport,pricing,staff_sentiment,facilities_sentiment,cleanliness_sentiment,transport_sentiment,pricing_sentiment,efficiency,staff_checkin,facilities_wifi,airline_experience,efficiency_sentiment,staff_checkin_sentiment,facilities_wifi_sentiment,airline_experience_sentiment,comfort,customer_service,comfort_sentiment,customer_service_sentiment,staff_security,staff_security_sentiment
Meridiana,airline,F Roberts,2018-02-27,IG  Milan Malpensa to Cairo  Comfortable aircraft outstandingly attentive and polite cabin crew considerate to all passengers Competitive price delivered safely to Cairo All good Based on this first experience with Meridiana I have booked two more flights with with them No complaints whatsoever and no hesitation in offering a recommendation,positive,1.0,,,,1.0,1.0,,,,0.5,,,,3.0,,,,1.0,1.0,1.0,1.0,0.0,,
Wichita,airport,Michael Streit,2015-07-09,Nice friendly airport  Quick check in usually efficient security screening everybody keeps moving  Gates are easy to findnavigate  Short on food options nice bar after security near Gate   Good coffeebagel bar near Gate   The new airport is about finished  Will be nice to see the improvements  Eisenhower is the new airport name  excellent choice,positive,,2.0,,,,,1.5,,,,2.0,,,,2.0,,,,,,,,2.0,0.5
TransAsia Airways,airline,M Wharfe,2010-12-04,Taipei  Hualein  TaiChung Both flights by ATR cabin was clean and comfortable Very friendly crew Drinks service on both flights,positive,1.0,,1.0,,,1.5,,1.5,,,,,,3.0,,,,1.5,1.0,,1.5,,,
Yemenia,airline,Ian Howarth,2011-04-25,SanaaParis on A Ontime departure in spite of elaborate boarding procedures All pax bussed to aircraft Inflight fine choice of meal and range of nonalcoholic drinks Cabin crew courteous with passable English Economy cabin looked a real mess after meal service  not cleaned Limited inflight entertainment,neutral,1.0,,2.0,1.0,,0.0,,0.0,0.0,,2.0,,,3.0,0.0,,,0.0,,,,,1.0,0.0
Nuremburg,airport,W Peters,2017-08-31,It always a good experience to fly from  to Nuremberg airport because you have short ways It is connected with the metroline U so you are in  minutes at the city centre You can eat some local stuff The staff is friendly and helpful The most important to the end  WIFI is free,positive,1.0,1.0,,1.0,,1.0,0.5,,0.0,,1.0,2.0,1.0,,0.0,0.0,0.5,,,,,,,
Victoria Intl,airport,Ed Smith,2011-08-01,Excellent small regional airport spotlessly clean with very friendly staff  slight oddity that the baggage reclaim belts are in the arrivals hall but I was out within th mins of the plane touching down and you cant get much better than that,positive,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,
Jetairfly,airline,Patrick Asselberghs,2015-12-01,Miami to Brussels On this Boeing  plane Jetairfly has a separate cabin called comfort class and I was able to book seats there for an extra fee Only  seats in this cabin with  FAs doing a great job Seats configuration in xx while regular economy is xx Legroom was very good After take off we were offered Champagne followed by a hot meal together with  wine coffee and digestif Before landing breakfast was served I would recommend this airline if you can get seats in this cabin,positive,,,,,,,,,,,2.0,1.0,,4.0,0.0,0.0,,1.0,,,,,,
Tokyo Narita,airport,6 reviewsS Han,2024-04-14,Easy to access by train Plenty of shops and eateries even convenience store Lots of toy machines Clean and enjoyable to wait for our departure Signs are clear You can enjoy lunch while watching the airplanes take off Weve got our last minute omiyage shopping like handkerchiefs japan only cute snacks and satisfying lunch,positive,,3.0,1.0,1.0,,,0.5,0.5,0.0,,1.0,,1.0,,0.5,,0.0,,,,,,,
Palm Springs,airport,J Marshall,2011-10-29,Great little airport Everything in one location  baggage belts next to car hire desks and you walk out into the car park and collect your car Will be my preferred choice now rather than coming in via LAX or SAN and facing a  hour drive,neutral,,,,1.0,,,,,0.0,,,1.0,,,,0.0,,,,,,,,
Qantas Airways,airline,Peter Drysdale,2024-12-08,Out on QF  on Premium Economy back on QF Business Class Premium economy very good and business class great Cabin crew really good and service superb,positive,1.0,,,1.0,,1.5,,,0.0,,,,,1.0,,,,1.5,,,,,,
FlyArystan,airline,Zarina Spandiyarova,2019-06-14,Almaty to Karaganda Purchasing a ticket  days before the flight from Almaty to Karaganda was super fast and cheap Airplane looks new and clean Service exceeded my expectations  Cabin seat was quite comfortable Menu of snacks teacoffee and other bevarages is affordable One unusual thing is while checking in they sort flyers based on their seat numbers to make it easier to board a plane,positive,,1.0,1.0,,2.0,,0.0,0.5,,0.5,1.0,,,4.0,0.5,,,1.0,1.0,,0.5,,,
Krabi,airport,M Agarwal,2020-03-02,A very pleasant experience Its a small airport with limited number of flights being operated daily  Very clean Airport  Very trained staff  Clean washrooms  Nicely organized being small in size  Few no of shops not exorbitantly priced  Waiting area also very smooth Overall a very good experience,positive,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,
Air Iceland Connect,airline,75 reviewsDavid Robson,2018-03-30,Egilsstadir to Reykjavk Check in was a breeze Waiting area very clean Boarding was very easy just showing ticket and photo ID It was a  minute flight They served tea or coffee with a chocolate I really enjoyed the flight as I did not want to travel by road again I will fly them again,positive,,1.0,1.0,,,,0.5,0.5,,,2.0,1.0,1.0,3.0,0.5,0.5,0.0,1.0,,,,,1.0,0.5
Bhopal,airport,Swapnil Varghese,2017-04-12,I wanted to acknowledge the entire ground staff including the Security who helped us a great deal to arrange boarding the aircraft We reached airport just  min before scheduled departure and the checkin was closed After requests since we as a family had to take onward flight from Delhi the ground staff went out of their way to help us,neutral,1.0,,,,1.0,0.0,,,,0.0,1.0,1.0,,2.0,0.0,0.0,,0.0,,,,,2.0,0.0
InterSky,airline,E Clauss,2014-03-07,Intersky is another airline charging high prices for regional services using and chartering cheap airlines Just flew back from SZG to ZRH Friendly stewardess and good service  captain did not say a word Even though Intersky is the only direct Service between SZG and ZRH  I would rather fly LH via Frankfurt,positive,,,,,2.0,,,,,0.0,1.0,1.0,,,0.0,0.0,,,,,,,,
Kunming,airport,Robert Walbeek,2015-07-13,Nice modern clean airport with plenty of checkin rows Food options fine with a McD and noodle shops WiFi not always present The only nuissance in this airport on departure is the number of times you have to show your boarding pass and passport  times yes,positive,,3.0,1.0,,,,0.5,1.0,,,2.0,,1.0,1.0,0.0,,0.0,0.0,,,,,1.0,0.0
Dragonair,airline,19 reviewsJ Huang,2016-11-13,Dragonair is part of Cathay Pacific From Hong Kong to Guangzhou is less than  miles but they provide an excellent service  When on board cabin crew deliver a bottle of water and a cookie The cabin crew are very nice,positive,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,
Tianjin Airlines,airline,Pui Ki Chan,2020-02-13,Xian to London on th Feb  Aircraft only  years old Good amount seat recline with charger available however the entertainment system need an upgrade It is the coronavirus outbreak at moment the crew did an excellent job measuring temperature and disinfected the aircraft Excellent cabin service I went back to spoke with cabin crew they are willing to share their stories and experiences The lack of entertainment system is covered by the excellent crew service,positive,1.0,,,,,1.0,,,,,1.0,1.0,,2.0,0.0,0.0,,1.5,1.0,,1.0,,,
Antigua Vc Bird,airport,A Frankowski,2016-05-06,The new terminal at Antigua airport has only been open for a few months and it is quite magnificent Its up there with the best European airports although not anywhere near as large The  dutyfree shops are amazing  particularly their rum selections which include Clement Rhum Agricole from Martinique and some genuine sugar cane syrup to mix it with The souvenir shop also looked very good although I didnt have enough time to look round it in great detail,positive,,2.0,,,,,0.5,,,,1.0,,,,0.5,,,,,,,,,
Turkish Airlines,airline,123 reviewsMichael Schade,2025-04-06,Checkin was very slow with just three counters open for the full flight Boarding was unorganized and chaotic with just two gate agents being overwhelmed controlling the crowd There were no boarding groups and at the end they gave up and it was free for all As a result the flight took off  minutes late Seats on the A were comfortable with a responsible seat pitch Service was good with ok food,negative,,2.0,,,,,-0.5,,,,2.0,2.0,,4.0,-1.5,0.0,,-1.0,1.0,,0.5,,2.0,-1.0
Nuremburg,airport,W Peters,2017-08-31,It always a good experience to fly from  to Nuremberg airport because you have short ways It is connected with the metroline U so you are in  minutes at the city centre You can eat some local stuff The staff is friendly and helpful The most important to the end  WIFI is free,positive,1.0,1.0,,1.0,,1.0,0.5,,0.0,,1.0,2.0,1.0,,0.0,0.0,0.5,,,,,,,
United Airlines,airline,D Berton,2025-04-04,TPEMFR via SFO RT All flights on time Seat bedding and entertainment are good Staff very professional and food service was very quick Food is edible but certainly not like the meals on Singapore Airlines or Emirates The food at the EVA lounge United uses in TPE is mediocre at best and the lounges at SFO are incredibly crowded to the point of being ridiculous and uncomfortable All in all competent but not especially glamorous experience I would have given this a  or  if the lounges werent so crowded,positive,1.0,2.0,,,,0.5,0.5,,,,3.0,1.0,1.0,3.0,0.5,0.0,0.0,0.5,2.0,,-0.5,,,
El Al Israel Airlines,airline,B Korem,2024-07-02,Thank you so much for a wonderful service Nurit and her great teamstaff were professional attentive friendly and very helpful I was traveling with my mom and they made it easier for me and took care of her needs Id like to thank you all for being so nice and giving such a great service Youre awesome Arzo Diana Chen and special thanks to Mara  In addition the food was great,positive,2.0,1.0,,1.0,,0.0,0.0,,0.0,,,1.0,,,,0.0,,,,,,,,
Read more,airline,123 reviewsMichael Schade,2025-04-06,Checkin was very slow with just three counters open for the full flight Boarding was unorganized and chaotic with just two gate agents being overwhelmed controlling the crowd There were no boarding groups and at the end they gave up and it was free for all As a result the flight took off  minutes late Seats on the A were comfortable with a responsible seat pitch Service was good with ok food,negative,,2.0,,,,,-0.5,,,,2.0,2.0,,4.0,-1.5,0.0,,-1.0,1.0,,0.5,,2.0,-1.0
Hamilton,airport,Anne Marie Blackburn,2019-10-09,Loved it Takes no more than  minutes from entering to get to the gate When you depart  minutes It was like heaven compared to Toronto where there are long lines lots of computers and where it takes so long to get to the gate and where you dread the lineups getting off the plane for the same reason It is convenient it is quick clean and has a Tim Hortons,positive,,1.0,1.0,,,,0.0,0.5,,,2.0,1.0,,,0.5,0.0,,,,,,,,
Luanda,airport,L Vaynes,2024-10-20,Airport was much better than expected In the general area are a few food options  incl coffee shop  icecream bar and a few fast food choices They even have a small duty free We were in the TAAG lounge  called the Pearl lounge  Clean comfortable with basic drinks  food  Staff are very friendly  Did not see showers  Internet is available but weak  Other than internet this lounge is better than many US lounges I have visited  I was expecting something much worse,positive,1.0,4.0,1.0,,,1.5,1.0,1.0,,,1.0,,2.0,1.0,0.0,,1.5,0.0,1.0,,1.0,,,
Virgin Atlantic,airline,Alan Young,2025-04-06,First time flying with Virgin Atlantic and very impressed Full flight but smooth boarding good legroom and good IFE Crew friendly and professional Flight slightly delayed due to ATC so arrived half hour late Only downside was the meal served  a pasta dish that was a bit bland Would fly Virgin again,positive,1.0,,,,,0.0,,,,,3.0,,,5.0,3.0,,,5.0,,,,,1.0,2.0
Estonian Air,airline,C Ten,2013-07-09,TallinnAmsterdam is a short flight but crew were nice helpful and were able to understand at least  languages they helped my Dutch Grandmother who speaks no English Amenities not normally provided but because flight was near empty they gave out snacks plus complementary tea and coffee They also allowed us to sit in vacant seats which was nice In general a nice trip and much more than was expected for basically a regional airline,positive,1.0,1.0,,,,1.0,0.0,,,,1.0,2.0,,3.0,0.0,0.0,,2.0,,,,,,
Tashkent,airport,J Edlow,2017-09-21,Tashkent Airport has become very efficient on the international side Immigration and customs both on the way in and on departure were quite user friendly Not a lot of shops and restaurants but that was not inconvenient Readers should be aware that the domestic terminal is on the other side of the runway and it could take up to  minutes to connect from one side to the other side using a taxi,positive,,3.0,,1.0,,,0.0,,0.0,,1.0,,,,0.0,,,,1.0,,0.0,,,
