review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,label_agreement_level,predicted_classification
Unknown,General,Anonymous,,"19. JetBlue Airways provided a satisfactory service. The flight was punctual and the check-in process was smooth, but the in-flight snacks were just okay.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,3. My experience on United Airlines was average. The flight was on time and the cabin was clean.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. Airline Q provided a decent service. The flight was punctual, but the legroom was somewhat limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"7. ""The flight with Airline D was uneventful. The crew was professional, but the seat reclining function was not working.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"1. The flight with Airline A was generally on time, although the in-flight meal was pretty standard. The staff were courteous.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. Alaska Airlines' service was good, the flight left on time and arrived on schedule, but the seating was a bit cramped.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. ""The journey with Airline C was usual. The cabin was reasonably clean, the legroom was fair.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. ""Singapore Airlines has a clean cabin environment, although the cabin crew could be more responsive.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. The EasyJet flight was decent. Despite the limited legroom, the flight departed and arrived on time.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"9. ""The flight with Airline F was quite pleasant. The food was mediocre but the drinks selection was diverse.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,7. The Lufthansa flight was on time and the food was acceptable. The in-flight entertainment had a good variety.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""My flight with Ryanair was acceptable. The seats were a bit cramped, but the pricing was competitive.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. ""The Virgin Atlantic flight was satisfactory. The cabin crew was courteous, but the food and entertainment could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. ""Airline A's in-flight meal was average, but their on-time departure and arrival were impressive.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""Flight with Airline M was smooth and punctual. The cabin comfort could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. My flight with British Airways was acceptable. The aircraft was clean, the flight was on schedule, and the cabin crew was attentive.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,7. Airline D provided a standard flying experience. The cabin crew was polite and the plane was clean.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. Spirit Airlines was basic but functional. The flight was on time, though the seat comfort could be improved.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. Delta Airlines provided an on-time departure and arrival. The plane was relatively clean, and the in-flight entertainment was good.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. Flew with EasyJet recently. The service was average, with an on-time departure but quite limited inflight entertainment options.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"6. Lufthansa's flight was comfortable, the cabin was clean and the staff was polite, although the in-flight entertainment needs an update.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,1. The overall flight with Air Canada was average. The staff was polite and the seats were fairly comfortable. Food options could have been better.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,10. Airline G had a good range of in-flight movies. The food could use some improvement though.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. Flight was delayed with Airline H, but they kept passengers informed. The food and drink service was prompt.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,8. United Airlines: The flight landed on time and the check-in process was efficient. The seat comfort was average.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. ""The Iberia flight was fine. The food was average and the seats were comfortable enough for the journey.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""Emirates offers a good in-flight entertainment system. The food could be better, but it's fine for an airline meal.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. My trip with British Airways was generally good. The seats were clean and comfortable, but the in-flight WiFi was slow.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. ""Airline R provided an average flying experience. The crew was polite, but the in-flight entertainment could be better.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. My flight with Air Canada was adequate. The airplane was well-kept, the staff was courteous, and the in-flight entertainment was satisfactory.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"1. ""The flight was pretty standard with American Airlines. The seats were comfortable enough for a short flight, and the staff was polite.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. The flight with Virgin Atlantic was okay. The cabin crew was friendly, but the seats were a bit cramped and the in-flight entertainment selection could be improved.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. The flight with Airline A was okay. There was enough legroom, but the in-flight entertainment was limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"5. ""Flying with Delta Airlines was a routine experience. The plane was clean, the staff courteous, and the flight was punctual.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. The service on Turkish Airlines was reliable. The flight was on time, and the in-flight entertainment was good.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,12. The Turkish Airlines flight was standard. The plane was clean and the in-flight service was adequate.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. ""Air Canada's service was professional. The flight was on time but the legroom was a bit limited.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"4. ""The flight attendants on Airline A were courteous. The plane was clean, but the entertainment system needed updating.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. My flight with Emirates was fine. The plane was tidy, the staff was professional, and the in-flight entertainment was suitable.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. Emirates offered a good selection of in-flight entertainment. The food was typical airplane fare, nothing exceptional.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. Alaska Airlines' flight was on time, and the plane was reasonably clean. The staff provided an acceptable level of service.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,2. Airline Y had friendly staff and clean planes. The food was average for airline fare.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. ""The service on Airline I was adequate. The flight was on time and the seats were decently comfortable.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. ""Airline A's booking process was straightforward. The flight itself was uneventful.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"20. Ryanair: The flight was on schedule and the staff was professional, but the seat comfort could be improved.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. Southwest Airlines: The free checked bag policy is a nice perk, but the flight was a bit delayed.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. ""Ryanair delivered a smooth flight with no delays. The food options were limited, but the flight was short.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,19. The experience with Virgin Atlantic was decent. The flight was on time and the in-flight entertainment was good.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. ""Airline I's flight was acceptable. The cabin crew was polite but the in-flight services were nothing out of the ordinary.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,14. Qantas provided a smooth flight with no significant turbulence. The crew was competent and the facilities were clean.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,4. The ticket booking process for Airline D was straightforward. The flight itself was uneventful.,,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"7. Ryanair is a budget-friendly option. The service was adequate considering the price, but the seats were not very comfortable.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. ""Virgin Atlantic provides a comfortable in-flight experience. The food is average, but the service is good.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. The food on Airline F was fair, not exceptional. The flight arrived on time which was appreciated.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. ""Air France's flight was on time, which is always a good start. The in-flight service was unremarkable but efficient.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. ""Airline I's flight was reasonably comfortable with adequate legroom. The selection of in-flight movies was decent.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. British Airways' flight was on schedule, and the cabin cleanliness was at an acceptable level. The food quality was average.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. Lufthansa offered an acceptable flight experience. The seats were somewhat comfortable, and the in-flight movie selection was broad.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. The flight with Frontier Airlines was average. The seats were a bit hard, but the overall experience was satisfactory.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"14. ""Flight with Airline K was decent. The cabin was clean, however, the meal could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. Qatar Airways offered a decent level of comfort for the long-haul flight. The food was okay, and the cabin crew was polite.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. ""My recent trip with Aer Lingus was fine. The boarding process was straightforward, and the staff was polite.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. ""American Airlines offers a standard service. The cabin crew was polite and the plane was clean.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""Lufthansa's staff is generally professional, but the legroom in economy class is average at best.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. The Delta Airlines flight was fine, with on-time departure and arrival. The seat comfort was average.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. ""The British Airways flight was acceptable. The in-flight entertainment was good, but the legroom was a bit limited.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. Virgin Atlantic's flight was smooth, the staff was courteous but the in-flight entertainment could be improved.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,3. JetBlue: The plane was clean and the seats were comfortable enough for the long journey.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. Airline B's in-flight entertainment had a good variety, but the headphones provided were of average quality.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,16. My journey with Airline M was standard. The plane was clean and the service was acceptable.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,20. Airline Q's service was acceptable. The seats were comfortable enough and the crew was professional.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. Airline M's pricing was reasonable, though the additional charges for extra baggage were high.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"5. Delta Air Lines provided a good service, their in-flight Wi-Fi was a nice touch but it was a bit slow at times.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. The check-in process at Airline L was simple and efficient. The cabin was clean, but the seats could be more comfortable.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"1. The flight with Air Canada was overall acceptable, the staff were polite and the airplane was clean. Food quality could be improved.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. Flew with Air Canada recently. The check-in process was smooth, but the in-flight entertainment options were somewhat limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"13. My trip with Qantas was fine. The aircraft was neat, the staff was courteous, and the in-flight entertainment was adequate.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. ""Spirit Airlines' flight was punctual, but the comfort level could be improved. The baggage policy was clear and fair.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. My experience with Singapore Airlines was typical. The cabin crew was polite and the plane was clean, but the food was just average.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. ""Airline I's flight was on schedule with no major issues. The seats were a bit stiff and uncomfortable.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"14. ""Air New Zealand's service was adequate. The seats were comfortable enough for a long-haul flight. The food was standard.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""Airline Z offered a smooth check-in process. The flight departed on time, but the in-flight entertainment was limited.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"17. ""Airline N's service was standard, with a smooth check-in and on-time departure. The inflight entertainment was quite limited.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"9. Air Canada's flight was typical. Seats were comfortable enough, and the in-flight entertainment was reasonably good.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. ""Cathay Pacific provided a decent service. The in-flight entertainment was good, but the meals were just average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. I had an average experience with Airline G. The cabin was clean, and the staff was courteous.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"5. Lufthansa's service was efficient. The boarding was timely, but the in-flight entertainment options were somewhat limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"3. ""Airline Z offered a smooth check-in process. The flight was a bit delayed, but overall it was okay.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"5. My Qantas flight was acceptable. The aircraft was a bit older, but the crew made the journey pleasant enough.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. The flight with Airline L was decent. The check-in process was smooth, but the in-flight entertainment options were limited.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"8. ""Emirates' cabin was well-maintained and clean. The in-flight service was good, although the food was somewhat uninspiring.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. ""The flight with Ryanair was standard. There were no frills, but the flight was on time and the check-in process was efficient.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"16. ""Airline M's staff were polite and the flight was comfortable. However, the in-flight meal could have been better.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,6. My flight with Alaska Airlines was satisfactory. The cabin was clean and the crew was polite.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. ""The flight with Airline D was on time. The cabin crew were pleasant, but the in-flight meal was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. ""The Finnair flight was on time and the cabin was clean. The seats could use a bit more padding for comfort.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,6. Airline C's check-in process was straightforward. The in-flight meal was average and the entertainment options were limited.,,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"1. Flight 101 with Delta Airlines was satisfactory. The flight was on time and the attendants were friendly, although the in-flight food could be improved.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. ""Airline E provided a standard service. The flight was slightly delayed, but the boarding process was smooth.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"5. ""My flight with United was on time and the flight attendants were polite. The legroom was a bit tight, but typical for economy class.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"1. The flight with Air Canada was on time and uneventful. The in-flight meal was acceptable, nothing extraordinary.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"11. I took a recent flight with United Airlines. The flight was punctual and the seating was comfortable, but the in-flight entertainment was quite outdated.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. The Singapore Airlines flight was standard. The seats were comfortable, but the inflight meal could have been better.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. The Etihad Airways flight was decent. The staff was courteous, but the seat comfort could be improved.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,7. My flight with Qatar Airways was fine. The aircraft was clean but the food was just average.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"18. Airline O's service was standard. The legroom was a bit tight, but the in-flight entertainment was good.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. My flight with Emirates was decent. The seats were spacious enough and the meal was good, but not extraordinary.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,5. Airline B's flight was pretty standard. The staff was professional and the seats were comfortable enough.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""United Airlines' staff were professional and polite. The meals served were average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. My flight on Etihad Airways was satisfactory. The in-flight entertainment was good, but the food could have been better.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"9. ""The staff on Airline F were polite, though not particularly warm. The seats were comfortable enough for the long flight.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"15. ""Airline L delivered an ordinary flight experience. The crew was efficient, however, the in-flight Wi-Fi was not working.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"12. Emirates served a routine flight. The onboard entertainment was good, but the boarding process was somewhat slow.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. ""Singapore Airlines offered a typical flight experience. The cabin was clean, the service was good, but the food was quite average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. My experience with Ryanair was acceptable. The check-in process was smooth, the flight crew was polite, and the service was decent.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. Air China provided a satisfactory service. The in-flight meal was acceptable, and the staff was polite.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,17. The flight with Airline N was uneventful. The boarding process was smooth and the flight departed on time.,,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,19. Airline P's baggage handling was efficient. The in-flight entertainment system had a good variety of options.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. ""Airline G offered a smooth check-in process and the flight departed on time. The in-flight entertainment was a bit limited.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,17. The KLM flight to Amsterdam was decent. The seats were comfortable enough and the in-flight meal was acceptable.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"2. ""Airline Y provided a decent service. The staff were polite and the plane was clean.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. My flight with Virgin Atlantic was generally good. The seats were comfortable, but the in-flight entertainment could use an upgrade.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"6. ""My trip with Airline C was pretty standard. The food was average and the staff was courteous.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"10. Air France's flight was fine. The staff was polite and the legroom was adequate, but the food was just okay.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"3. ""The Air France flight was comfortable enough. Crew members were polite, and the legroom was satisfactory.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,1. The flight with Airline X was average. The seating was comfortable enough and the cabin crew was polite.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"16. My flight with Air France was adequate. The seats were comfortable, but the food was average.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,8. My experience with Spirit Airlines was fairly basic. The seats were a bit cramped but the flight was cost-effective.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"7. ""Qatar Airways provided a comfortable journey. The seats were pretty average, but the crew members were attentive.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,2. Emirates provided a basic level of comfort on our long-haul flight. The entertainment system was adequate with a decent selection of films.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"1. ""Delta Airlines provides a pretty standard service. The cabin crew is friendly and the seats are reasonably comfortable.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"8. The JetBlue flight was satisfactory. While the seats were comfortable, the variety in food options was not impressive.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"13. ""KLM's service was efficient, and the flight was on time. However, the legroom was a bit restricted.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"5. ""Airline E's flight was smooth and landed on time. The meal options were quite limited though.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"7. ""The boarding process with Airline D was organized. The flight was a bit delayed but overall, the experience was okay.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"3. ""The in-flight entertainment on Airline Z was decent. The food could have been better, but it was not terrible.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"10. ""My trip with Southwest Airlines was pretty typical. The boarding process was organized, and the flight crew was amicable.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. ""Emirates' cabin crew were polite and helpful. The in-flight meals were typical airline food.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"19. The Singapore Airlines flight was okay. The food could be improved, but the staff was polite.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,15. Spirit Airlines offered a basic service. The plane was clean and the flight departed on time.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"17. ""The overall experience with Airline N was OK. The flight was slightly delayed but the boarding process was smooth.""",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,"14. Turkish Airlines: The flight was quite comfortable and the staff was courteous. However, the meal options could be improved.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"4. Flight with Airline D was generally comfortable. The airplane was clean, but the food was nothing to write home about.",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,10. Turkish Airlines provided a satisfactory service on my recent flight. The cabin crew was friendly and the in-flight entertainment had a good variety.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,12. Airline I's business class lounge was decent with a good range of snacks and beverages. The WiFi on the flight was average.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"20. Airline Q's flight was okay. The in-flight entertainment options were limited, but the flight departed and arrived on time.",,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,11. The flight with American Airlines was uneventful. The staff was professional and the in-flight service was decent. The seating was a bit tight.,,,,,,Neutral,synthetic,Generated,Negative
Unknown,General,Anonymous,,7. Air France's flight from Paris to Rome was average. The staff was helpful and the food was acceptable.,,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"12. ""Airline I's flight was punctual and the cabin was clean. The food quality was average.""",,,,,,Neutral,synthetic,Generated,Positive
Unknown,General,Anonymous,,"11. ""The flight with Airline H was decent. The legroom was adequate, but the in-flight meal could be improved.""",,,,,,Neutral,synthetic,Generated,Positive
