review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,source,under_token_limit,predicted_classification
Rio De Janeiro,airport,Jose Alves Pereira,2016-09-24,Much better now that they inaugurated the new pier More shops restaurants although some are overpriced and seats available Good staff and cleanlinessThe restrooms are very good and clean One problem is the distances between checkin and boarding,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Poznan,airport,T Pedwell,2023-04-27,The airport itself is small and easily accessible The downside is the airport security staff The staff who greeted us first were pleasant and friendly but the ones conducting inspections and overseeing direct searches of people and luggage are gruff at best and grumpy at worst I think they need some training on how to be polite and respectful to passengers This isnt the first time that we experienced this kind of behaviour on the security line The washrooms are limited and in need of cleaning and an upgrade They could also use at least one area for passengers with pets so the animals can relieve themselves as seen in many other airports,6.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Atlantic Airways,airline,Margarida Nobre,2016-08-06,I had two flights with Atlantic Airways Flight Bergen Faroe Islands and Faroe Islands to Copenhagen one week later Both flights on time Comfortable seats clean aircraft good food friendly service I will flight with Atlantic Airways again with pleasure,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
ANA All Nippon Airways,airline,Claudette Edwards,2024-12-02,What an amazing airline Ample seat room in economy class Excellent service Staff are friendly attentive and smiling We had a problem departing Sydney because our the planes tyre needed replacement ANA Staff were all affected as we were hr delay and they kept assuring us We would be compensated which they honoured I couldnt fault them Despite dealing with impatient customers for hours they never stopped working once we were in the air We were all tired but I imagine they were even more so We did have a lot of turbulence flying into Tokyo and flying out of Tokyo Staff were very aware of our discomfort and announced regularly that due to turbulence food service would be delayed Please stay seated and we will let you know as soon as it safe to move around If I had one complaint it would be the food was not that great Strange cabbage salad and some awful pickle side dish I would have preferred Japanese food like sushi rolls or teriyaki beef But who cares it was an awesome airline and the staff are amazing,8.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Kanpur,airport,Yashika Dubey,2019-02-17,The conveyer belt was not working ground staff are limited and quite unsupportive no canteen to eat food But the airport is very clean Newspaper stand and water filter is well in sight,5.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Madrid Barajas,airport,Floris Oskam,2025-02-05,It is a shame that the people at security do not speak English This is an international airport For the rest it is okay food is good and it is reasonably clean,4.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Thai Smile Airways,airline,123 reviewsMichael Schade,2023-12-20,Short domestic flight Flight on time well coordinated boarding nice snack box friendly cabin crew good leg room arrival in Krabi at an airbridge recommended,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Nice,airport,Laura Van hal,2023-07-04,Nothing to do Old airport looks like some maintenance is needed Not a lot of shops or seating Toilets not clean at all No ventilation in terminal humid Definitely not what I would expect in Nice,1.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Faro,airport,William Sterry,2024-08-30,Awful airport On arrival was very smooth to be fair but the passport control queue was horrendous for those with UK passports and no accessibility and on departure despite wearing the sunflower lanyard and having booked fast track I was declined at fast track and made to queue for security and with my disabilities I struggle with long queuing The departure hall was very busy and hot with not many places to sit I had a great holiday in the Algarve but it was tarnished by the atrocity that is Faro Airport on a positive note however the toilets were very clean,1.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
Rhodes,airport,K Henson,2024-10-03,Cant fault this airport at all the staff are very friendly helpful I found the experience of arrival departure stress free Its nice clean one of the friendliest airports I have ever been to on my holidays abroad,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Virgin Australia,airline,178 reviewsJohn Curtain,2025-02-24,I enjoyed the flight Check in was easy and the plane left on time The staff were friendly and helpful Only water coffee and tea were complimentary which is no issue on such a short flight,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Vientiane,airport,Rob Boyce,2009-07-14,Arrived from Bangkok on Thai flight and still bussed to the terminal in June Queues for visa on arrival handled relatively quickly and luggage handling dealt with promptly and efficiently Friendly staff with a relaxed atmosphere,4.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Chiang Mai,airport,Yu-Hsiu Chang,2023-01-25,The airport is clean and not large Signposts are clear Passengers can get around easily Employees are friendly and helpful Security check is efficient The prices charged at food outlets are reasonable,8.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Tirana,airport,R John,2019-12-14,Clean easy to navigate reasonably priced for an international airport weak wifi signal Security staff not very polite The airport was easy to access,10.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Air Corsica,airline,Georgios Vrontos,2020-08-24,You can change your seats at echeck in without charge Both flights were on time Aneo was clean there were no inflight service for the hour flight Stewards were efficient and friendly enough,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Windhoek,airport,Stefano Antichi,2015-10-21,Windhoek airport is small but clean and really well organized The only restaurant at the check in area is situated at the Arrival area food is fresh and delicious Facilities are quite good,9.0,Positive,Positive,Positive,Positive,Positive,,True,Neutral
Vnukovo,airport,Adam Wilson,2006-06-25,Having travelled to and from Vnukovo twice both times flying on German Wings from Berlin it is an infinitely better introduction to Moscow than Sheremetyevo Immigration on the way in was as foreigner friendly as anywhere else in Russia huge lines officious officers scrutinising every last page of your passport and visa but everything else is great The new international terminal is very modern lots of glass On departure Germanwings flights depart from a gate area in the depths of the basement or so it seems but facilities including duty free and food are good if expensive by Russian standards There is a branch of SberBank in arrivals but the rates are awful so try not to change too much here just enough to get into the city centre As for travel to Moscow the best bet is the shared taxi transit van to Yugo Zapadnaya metro and then take the metro These services leave from just outside the domestic terminal right next to the international one,0.0,Positive,Positive,Positive,Positive,Positive,,True,Negative
